ID,Movido em
219600,04/03/2025 12:54:19
219398,04/03/2025 12:59:44
218798,04/03/2025 13:07:16
216720,04/03/2025 13:16:56
216240,04/03/2025 13:47:31
215978,04/03/2025 13:51:15
215878,04/03/2025 14:00:36
215770,04/03/2025 14:05:29
58812,04/03/2025 14:17:29
59110,05/03/2025 07:05:11
60262,05/03/2025 07:16:40
70808,05/03/2025 07:25:24
76764,05/03/2025 07:32:35
61642,05/03/2025 07:36:53
62148,05/03/2025 07:42:02
96258,05/03/2025 07:50:24
215118,05/03/2025 07:57:39
157056,05/03/2025 08:04:29
155392,05/03/2025 08:09:45
155224,05/03/2025 08:15:02
155436,05/03/2025 08:27:51
99984,05/03/2025 08:32:49
158076,05/03/2025 08:41:28
109322,05/03/2025 08:58:49
109282,05/03/2025 09:10:46
221070,06/03/2025 07:20:11
221104,06/03/2025 07:20:33
222638,06/03/2025 07:21:28
218044,06/03/2025 07:23:56
218220,06/03/2025 07:24:28
219026,06/03/2025 07:24:46
219152,06/03/2025 07:25:11
216438,06/03/2025 07:26:08
216050,06/03/2025 07:26:20
110906,06/03/2025 07:30:55
109342,06/03/2025 07:42:38
111278,06/03/2025 07:49:33
111368,06/03/2025 07:56:12
110908,06/03/2025 08:03:31
154334,06/03/2025 08:33:39
111394,06/03/2025 08:42:40
2736,06/03/2025 13:09:52
226428,07/03/2025 07:36:52
224120,07/03/2025 07:43:09
216276,07/03/2025 07:43:50
154568,07/03/2025 07:56:36
147642,07/03/2025 08:00:33
113268,07/03/2025 08:23:52
154622,07/03/2025 08:29:59
154620,07/03/2025 08:48:58
109284,07/03/2025 09:06:46
220436,10/03/2025 15:03:07
58840,10/03/2025 15:07:44
112756,10/03/2025 15:25:40
253398,11/03/2025 07:31:03
62138,11/03/2025 07:32:54
224170,11/03/2025 07:35:15
252838,11/03/2025 07:35:50
252742,11/03/2025 07:36:53
252664,11/03/2025 07:37:52
232334,11/03/2025 07:40:50
229908,11/03/2025 07:41:33
225122,11/03/2025 07:41:46
62164,11/03/2025 08:14:58
61816,11/03/2025 08:24:03
61462,11/03/2025 08:28:44
60868,11/03/2025 08:32:38
58788,11/03/2025 08:37:19
223094,11/03/2025 08:43:21
223988,11/03/2025 08:50:36
224158,11/03/2025 09:00:34
254604,12/03/2025 07:57:51
254528,12/03/2025 08:05:43
219270,12/03/2025 08:13:48
219776,12/03/2025 08:19:28
220742,12/03/2025 08:25:09
221608,12/03/2025 08:32:00
220880,12/03/2025 08:36:50
219536,12/03/2025 08:42:51
220328,12/03/2025 08:51:31
215740,12/03/2025 08:56:51
155272,12/03/2025 09:00:51
253638,13/03/2025 07:45:01
254152,13/03/2025 07:45:10
254884,13/03/2025 07:45:32
256074,13/03/2025 08:11:07
255900,13/03/2025 08:22:59
219814,13/03/2025 08:42:44
220284,13/03/2025 08:54:19
233338,13/03/2025 09:01:02
253298,13/03/2025 09:11:21
219920,14/03/2025 07:33:04
215932,14/03/2025 07:35:40
216480,14/03/2025 07:35:53
216636,14/03/2025 07:36:03
217322,14/03/2025 07:37:20
217240,14/03/2025 07:37:28
215818,14/03/2025 07:37:38
218152,14/03/2025 07:37:46
218984,14/03/2025 07:37:56
220282,14/03/2025 07:38:06
219068,14/03/2025 07:38:18
219200,14/03/2025 07:38:27
219300,14/03/2025 07:38:35
217082,14/03/2025 07:38:46
256522,14/03/2025 07:39:07
257248,14/03/2025 07:39:35
256986,14/03/2025 07:40:00
256944,14/03/2025 07:40:19
62154,14/03/2025 07:40:27
217276,14/03/2025 07:40:42
218014,14/03/2025 07:40:51
218266,14/03/2025 07:41:07
220240,14/03/2025 07:41:21
220558,14/03/2025 07:41:39
215602,14/03/2025 07:42:11
215692,14/03/2025 07:42:19
256640,14/03/2025 07:42:28
252212,14/03/2025 07:44:46
219868,14/03/2025 07:44:57
220484,14/03/2025 07:45:06
222542,14/03/2025 07:45:15
254782,14/03/2025 07:45:25
257276,14/03/2025 07:45:46
214844,14/03/2025 07:50:53
218184,14/03/2025 07:57:02
3894,14/03/2025 16:34:53
214802,17/03/2025 08:09:56
215088,17/03/2025 08:10:20
94388,17/03/2025 08:10:38
258302,17/03/2025 08:11:04
258356,17/03/2025 08:11:50
214930,17/03/2025 08:12:03
259354,17/03/2025 08:22:22
258830,17/03/2025 08:38:28
258478,17/03/2025 08:43:26
257508,17/03/2025 08:51:44
258098,17/03/2025 08:56:25
259016,17/03/2025 10:28:29
258660,17/03/2025 10:32:35
258562,17/03/2025 10:33:40
220382,17/03/2025 10:34:14
218372,17/03/2025 10:35:17
62552,17/03/2025 10:38:34
36032,17/03/2025 10:45:08
259468,17/03/2025 10:50:04
259564,17/03/2025 11:38:00
70810,17/03/2025 11:49:55
259684,17/03/2025 12:25:26
62288,17/03/2025 12:25:45
215542,17/03/2025 12:26:44
259730,17/03/2025 12:41:11
259942,17/03/2025 13:53:53
260028,17/03/2025 14:17:39
260204,17/03/2025 14:59:00
260306,17/03/2025 17:26:02
260456,18/03/2025 08:36:39
260564,18/03/2025 09:18:56
260776,18/03/2025 12:07:23
216032,18/03/2025 12:44:15
260942,18/03/2025 15:06:43
261006,18/03/2025 15:07:58
259106,18/03/2025 15:08:03
216982,18/03/2025 15:11:37
216542,18/03/2025 15:13:09
217760,18/03/2025 15:16:47
261184,18/03/2025 15:17:04
261286,18/03/2025 15:18:02
259264,18/03/2025 15:20:54
261634,18/03/2025 15:21:15
216368,18/03/2025 15:22:50
261778,18/03/2025 15:43:07
261800,18/03/2025 15:53:53
261806,18/03/2025 15:58:00
262198,18/03/2025 17:25:24
262216,18/03/2025 17:38:55
262246,18/03/2025 17:43:02
258560,18/03/2025 18:15:42
219350,18/03/2025 18:26:36
217170,18/03/2025 18:29:33
58774,18/03/2025 18:40:55
262880,19/03/2025 09:44:05
52316,19/03/2025 10:48:54
219812,19/03/2025 11:06:49
263020,19/03/2025 11:16:34
58782,19/03/2025 11:22:06
58784,19/03/2025 11:23:04
58832,19/03/2025 11:24:00
58786,19/03/2025 11:26:39
58834,19/03/2025 11:30:15
263116,19/03/2025 11:34:19
60842,19/03/2025 11:36:18
263230,19/03/2025 11:37:32
109188,19/03/2025 11:39:56
109876,19/03/2025 11:41:22
109240,19/03/2025 11:42:59
215244,19/03/2025 11:43:57
61344,19/03/2025 11:46:04
62786,19/03/2025 11:47:00
109208,19/03/2025 11:48:31
62186,19/03/2025 11:50:28
62238,19/03/2025 11:53:36
70796,19/03/2025 11:54:52
258182,19/03/2025 11:57:24
58,19/03/2025 11:58:16
254440,19/03/2025 12:00:14
40,19/03/2025 12:01:22
42,19/03/2025 12:03:11
46,19/03/2025 12:04:50
50,19/03/2025 12:05:42
62,19/03/2025 12:08:46
68,19/03/2025 12:10:39
70,19/03/2025 12:13:26
74,19/03/2025 12:14:29
263380,19/03/2025 12:16:03
264,19/03/2025 12:16:53
10752,19/03/2025 12:18:12
270,19/03/2025 12:18:26
272,19/03/2025 12:19:15
276,19/03/2025 12:22:41
62582,19/03/2025 12:24:17
280,19/03/2025 12:24:20
62588,19/03/2025 12:24:53
302,19/03/2025 12:25:19
62622,19/03/2025 12:26:00
396,19/03/2025 12:26:18
263512,19/03/2025 12:26:33
62636,19/03/2025 12:26:52
62634,19/03/2025 12:28:24
472,19/03/2025 12:29:40
1022,19/03/2025 12:33:08
3260,19/03/2025 12:34:38
1494,19/03/2025 12:35:57
1668,19/03/2025 12:36:43
1688,19/03/2025 12:37:40
52976,19/03/2025 12:40:28
59598,19/03/2025 12:41:31
188010,19/03/2025 12:42:12
62654,19/03/2025 12:42:13
109194,19/03/2025 12:42:49
50350,19/03/2025 12:43:29
109300,19/03/2025 12:44:15
109310,19/03/2025 12:44:40
62632,19/03/2025 12:44:55
112960,19/03/2025 12:46:01
69154,19/03/2025 12:47:17
62746,19/03/2025 12:47:40
101798,19/03/2025 12:49:26
77624,19/03/2025 12:50:00
90054,19/03/2025 12:50:19
91300,19/03/2025 12:50:39
62756,19/03/2025 12:51:28
62608,19/03/2025 12:52:05
62592,19/03/2025 12:52:34
12040,19/03/2025 12:53:12
109204,19/03/2025 12:53:34
3768,19/03/2025 12:53:36
10178,19/03/2025 12:54:50
58696,19/03/2025 12:55:35
58758,19/03/2025 12:56:27
109234,19/03/2025 12:56:38
58780,19/03/2025 12:57:11
263760,19/03/2025 12:57:20
3370,19/03/2025 12:57:36
33320,19/03/2025 12:58:56
58756,19/03/2025 13:01:18
978,19/03/2025 13:02:50
10388,19/03/2025 13:03:33
3188,19/03/2025 13:06:07
3990,19/03/2025 13:08:03
3988,19/03/2025 13:08:50
3992,19/03/2025 13:08:59
3904,19/03/2025 13:10:19
1812,19/03/2025 13:10:57
1838,19/03/2025 13:11:33
31274,19/03/2025 13:11:56
56008,19/03/2025 13:12:08
43564,19/03/2025 13:12:39
3676,19/03/2025 13:13:39
52746,19/03/2025 13:14:59
3548,19/03/2025 13:16:13
62714,19/03/2025 14:16:52
263940,19/03/2025 16:05:10
219122,19/03/2025 16:50:52
217736,19/03/2025 16:53:31
62716,19/03/2025 16:54:47
62546,19/03/2025 16:59:23
109196,19/03/2025 17:29:54
62742,19/03/2025 17:50:59
62718,19/03/2025 18:10:00
62740,19/03/2025 18:16:26
263958,19/03/2025 18:44:15
263964,19/03/2025 19:49:39
2826,19/03/2025 22:21:54
66,19/03/2025 22:22:19
44252,19/03/2025 22:22:26
109332,20/03/2025 09:46:33
62646,20/03/2025 10:24:36
58740,20/03/2025 10:25:21
62180,20/03/2025 10:43:50
215498,20/03/2025 10:47:54
215394,20/03/2025 10:48:44
96280,20/03/2025 11:03:35
264056,20/03/2025 12:17:20
264062,20/03/2025 12:37:47
264064,20/03/2025 13:34:24
264638,20/03/2025 16:00:25
264756,20/03/2025 16:43:42
265564,20/03/2025 18:01:07
56,21/03/2025 08:19:44
265768,21/03/2025 11:39:14
